#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-18T17:07:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611d3bc2368c7a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=40	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-nav=cat:J/A+A/582/A68&tab:{J/A+A/582/A68/oh_maser}&key:source=J/A+A/582/A68/oh_maser&HTTPPRM:&&-ref=VIZ611d3bc2368c7a&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/582/A68/oh_maser
#-order=I
#-out=Obs
#-out=IDobs
#-out=Pap
#-out=ID
#-out=Name
#-out=Freq
#-out=SpType
#-out=RAJ2000
#-out=DEJ2000
#-out=vel-blue
#-out.all=2
#-out=vel-red
#-out=e_vel
#-out=vel-cent
#-out=vel-shell
#-out=Flag
#-out=Sblue
#-out=Sred
#-out=Iblue
#-out=Ired
#-out=Ref
#-out=Monitor
#-out=Maps
#-out=BibCode
#-out=SimbadName
#-out.all=2
#

#RESOURCE=yCat_35820068
#Name: J/A+A/582/A68
#Title: Database of circumstellar OH masers (Engels+, 2015)
#Table	J_A_A_582_A68_oh_maser:
#Name: J/A+A/582/A68/oh_maser
#Title: OH maser observations
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Obs	(I1)	[1/3]? Prioritized observations (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	IDobs	(I5)	Observation identification number (1)	[ucd=meta.id;obs]
#Column	Pap	(I3)	Reference identification number (1)	[ucd=meta.bib]
#Column	ID	(I5)	Object identification number (1)	[ucd=meta.id]
#Column	Name	(a16)	Object name	[ucd=meta.id;meta.main]
#Column	Freq	(I4)	Frequency	[ucd=em.freq]
#Column	SpType	(A1)	[DSI] Spectral type of maser profile (2)	[ucd=src.spType]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	vel-blue	(F6.1)	? Velocity of blue-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	vel-red	(F6.1)	? Velocity of red-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	e_vel	(F5.2)	? Velocity resolution	[ucd=stat.error]
#Column	vel-cent	(F6.1)	? Radial velocity	[ucd=spect.dopplerVeloc]
#Column	vel-shell	(F5.1)	? Expansion velocity of the maser shell	[ucd=phys.veloc.expansion]
#Column	Flag	(A1)	[><=:.&] Flag for detected maser emission (3)	[ucd=meta.code.error]
#Column	Sblue	(F8.3)	? Flux density of blue-shifted maser peak (4)	[ucd=phot.flux]
#Column	Sred	(F7.3)	? Flux density of red-shifted maser peak	[ucd=phot.flux]
#Column	Iblue	(F8.3)	? Integral flux of blue-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ired	(F7.3)	? Integral flux of red-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ref	(A6)	Acronym of the reference (1)	[ucd=meta.ref;pos.frame]
#Column	Monitor	(I1)	[0/1] Presence in monitor.dat file (5)	[ucd=meta.code]
#Column	Maps	(I1)	[0/1] Presence in maps.dat file (6)	[ucd=meta.code]
#Column	BibCode	(A19)	Bibliographic Code	[ucd=meta.bib.bibcode]
#Column	SimbadName	(a16)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Obs	IDobs	Pap	ID	Name	Freq	SpType	RAJ2000	DEJ2000	vel-blue	vel-red	e_vel	vel-cent	vel-shell	Flag	Sblue	Sred	Iblue	Ired	Ref	Monitor	Maps	BibCode	SimbadName
263.75521667	-35.26649722	1	   72	  1	   72	OH353.444-01.458	1612	S	17 35 01.252	-35 15 59.39	 127.2	      	 1.50	 127.2	     	 	   0.245	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH353.444-01.458
263.76139583	-33.55822778	1	  307	  1	  307	OH354.884-00.539	1612	D	17 35 02.735	-33 33 29.62	  -6.0	  23.2	 1.50	   8.6	 14.6	 	  62.572	154.966	        	       	SEV97A	0	1	1997A&AS..122...79S	OH354.884-00.539
263.88304583	-31.85367222	1	   74	  1	   74	OH356.373+00.297	1612	D	17 35 31.931	-31 51 13.22	  94.8	 121.1	 1.50	 107.9	 13.1	 	   1.928	  3.086	        	       	SEV97A	0	0	1997A&AS..122...79S	OH356.373+00.297
263.92381667	-27.59673333	1	   75	  1	   75	OH359.978+02.563	1612	D	17 35 41.716	-27 35 48.24	  20.4	  29.2	 1.50	  24.8	  4.4	 	   0.366	  0.368	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.978+02.563
263.93586250	-31.57584444	1	   76	  1	   76	OH356.631+00.409	1612	D	17 35 44.607	-31 34 33.04	  48.1	  71.4	 1.50	  59.7	 11.7	 	   0.225	  0.582	        	       	SEV97A	0	0	1997A&AS..122...79S	OH356.631+00.409
263.94427500	-28.72912222	1	   77	  1	   77	OH359.033+01.938	1612	D	17 35 46.626	-28 43 44.84	-130.0	 -99.3	 1.50	-114.7	 15.3	 	   0.748	  0.634	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.033+01.938
263.95085417	-29.89671944	1	   78	  1	   78	OH358.052+01.304	1612	D	17 35 48.205	-29 53 48.19	-242.5	-213.3	 1.50	-227.9	 14.6	 	   1.644	  0.796	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.052+01.304
263.99671667	-33.36091111	1	   79	  1	   79	OH355.156-00.597	1612	D	17 35 59.212	-33 21 39.28	 -23.5	  -1.6	 1.50	 -12.5	 11.0	 	   7.579	  4.580	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.156-00.597
264.04057500	-35.05606111	1	   80	  1	   80	OH353.747-01.541	1612	D	17 36 09.738	-35 03 21.82	-284.5	-274.3	 1.50	-279.4	  5.1	 	   0.458	  0.520	        	       	SEV97A	0	0	1997A&AS..122...79S	OH353.747-01.541
264.04730000	-32.60552500	1	   81	  1	   81	OH355.815-00.226	1612	D	17 36 11.352	-32 36 19.89	 -96.5	 -46.8	 1.50	 -71.7	 24.8	 	   0.526	  0.581	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.815-00.226
264.15679167	-34.83739444	1	   82	  1	   82	OH353.983-01.504	1612	S	17 36 37.630	-34 50 14.62	 150.6	      	 1.50	 150.6	     	 	   0.316	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH353.983-01.504
264.24802917	-31.70943333	1	   83	  1	   83	OH356.662+00.113	1612	D	17 36 59.527	-31 42 33.96	-223.5	-192.8	 1.50	-208.2	 15.3	 	   0.474	  0.512	        	       	SEV97A	0	0	1997A&AS..122...79S	OH356.662+00.113
264.26968750	-26.67652222	1	   84	  1	   84	OH000.921+02.797	1612	D	17 37 04.725	-26 40 35.48	-220.0	-208.3	 1.50	-214.1	  5.8	 	   0.248	  1.449	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.921+02.797
264.31563333	-33.60755833	1	   85	  1	   85	OH355.091-00.954	1612	D	17 37 15.752	-33 36 27.21	 -38.1	 -11.8	 1.50	 -24.9	 13.1	 	   0.619	  0.589	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.091-00.954
264.35007917	-33.77143611	1	   86	  1	   86	OH354.968-01.066	1612	D	17 37 24.019	-33 46 17.17	  45.1	  62.7	 1.50	  53.9	  8.8	 	   0.773	  0.609	        	       	SEV97A	0	0	1997A&AS..122...79S	OH354.968-01.066
264.36913333	-34.32556111	1	   87	  1	   87	OH354.509-01.377	1612	D	17 37 28.592	-34 19 32.02	 -37.8	  -8.6	 1.50	 -23.2	 14.6	 	   0.558	  0.691	        	       	SEV97A	0	0	1997A&AS..122...79S	OH354.509-01.377
264.37079583	-30.21443889	1	   88	  1	   88	OH357.980+00.826	1612	D	17 37 28.991	-30 12 51.98	 -42.5	 -14.7	 1.50	 -28.6	 13.9	 	   0.808	  0.593	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.980+00.826
264.50268750	-31.86528056	1	   89	  1	   89	OH356.646-00.153	1612	D	17 38 00.645	-31 51 55.01	 -22.0	   2.8	 1.50	  -9.6	 12.4	 	   1.044	  0.573	        	       	SEV97A	0	0	1997A&AS..122...79S	OH356.646-00.153
264.50677917	-30.88814167	1	   90	  1	   90	OH357.474+00.367	1612	D	17 38 01.627	-30 53 17.31	 100.6	 129.8	 1.50	 115.2	 14.6	 	   2.444	  2.436	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.474+00.367
264.52368750	-36.14590000	1	   91	  1	   91	OH353.037-02.457	1612	D	17 38 05.685	-36 08 45.24	  13.3	  35.2	 1.50	  24.3	 11.0	 	   0.340	  0.667	        	       	SEV97A	0	0	1997A&AS..122...79S	OH353.037-02.457
264.61483750	-32.14932222	1	   92	  1	   92	OH356.457-00.386	1612	S	17 38 27.561	-32 08 57.56	-149.0	      	 1.50	-149.0	     	 	   0.481	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH356.457-00.386
264.72350000	-30.67995833	1	   93	  1	   93	OH357.749+00.320	1612	D	17 38 53.640	-30 40 47.85	-106.7	 -81.9	 1.50	 -94.3	 12.4	 	   1.299	  1.119	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.749+00.320
264.72847917	-34.99110278	1	   94	  1	   94	OH354.104-01.982	1612	D	17 38 54.835	-34 59 27.97	   9.0	  27.9	 1.50	  18.5	  9.5	 	   0.367	  0.270	        	       	SEV97A	0	0	1997A&AS..122...79S	OH354.104-01.982
264.75408750	-27.22323611	1	   95	  1	   95	OH000.689+02.140	1612	D	17 39 00.981	-27 13 23.65	 191.2	 211.7	 1.50	 201.4	 10.2	 	   1.214	  0.714	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.689+02.140
264.78209583	-29.06738889	 	  170	  1	 5229	OH359.140+01.137	1612	D	17 39 07.703	-29 04 02.60	-146.1	-127.1	 1.50	-136.6	  9.5	 	   1.343	  1.657	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.140+01.137
264.80575417	-32.19907500	1	   97	  1	   97	OH356.501-00.549	1612	D	17 39 13.381	-32 11 56.67	  61.2	  86.0	 1.50	  73.6	 12.4	 	  11.612	 30.821	        	       	SEV97A	0	1	1997A&AS..122...79S	OH356.501-00.549
264.81210833	-30.24012500	1	   98	  1	   98	OH358.162+00.490	1612	D	17 39 14.906	-30 14 24.45	 -17.6	  21.8	 1.50	   2.1	 19.7	 	  22.896	 20.583	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.162+00.490
264.81365000	-27.38523333	1	   99	  1	   99	OH000.580+02.009	1612	D	17 39 15.276	-27 23 06.84	  90.5	 113.8	 1.50	 102.2	 11.7	 	   0.221	  0.282	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.580+02.009
264.83084583	-28.14322222	1	  100	  1	  100	OH359.946+01.593	1612	S	17 39 19.403	-28 08 35.60	  -8.9	      	 1.50	  -8.9	     	 	   0.523	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.946+01.593
264.89499167	-28.62941389	1	  101	  1	  101	OH359.564+01.287	1612	D	17 39 34.798	-28 37 45.89	  17.4	  45.1	 1.50	  31.3	 13.9	 	   1.650	  0.525	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.564+01.287
264.89713750	-29.12317778	1	  102	  1	  102	OH359.147+01.023	1612	D	17 39 35.313	-29 07 23.44	-287.7	-251.2	 1.50	-269.5	 18.3	 	   0.360	  0.263	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.147+01.023
264.95641667	-25.38107778	1	  103	  1	  103	OH002.348+02.965	1612	D	17 39 49.540	-25 22 51.88	  23.9	  45.8	 1.50	  34.8	 11.0	 	   0.632	  0.616	        	       	SEV97A	0	0	1997A&AS..122...79S	OH002.348+02.965
264.96852083	-27.39228889	 	  143	  1	 4655	OH000.647+01.889	1612	S	17 39 52.445	-27 23 32.24	  52.5	      	 1.50	  52.5	     	 	   0.663	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.647+01.889
264.97450000	-27.78993056	1	  105	  1	  105	OH000.313+01.674	1612	D	17 39 53.880	-27 47 23.75	-217.7	-198.7	 1.50	-208.2	  9.5	 	   0.295	  0.329	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.313+01.674
264.98957500	-31.59924444	 	  171	  1	 5232	OH357.092-00.362	1612	D	17 39 57.498	-31 35 57.28	  59.7	  81.6	 1.50	  70.7	 11.0	 	   2.160	  1.857	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.092-00.362
265.01532500	-33.00317500	1	  107	  1	  107	OH355.914-01.126	1612	D	17 40 03.678	-33 00 11.43	  43.7	  74.3	 1.50	  59.0	 15.3	 	   0.240	  0.190	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.914-01.126
265.02199167	-28.50198611	1	  108	  1	  108	OH359.731+01.260	1612	D	17 40 05.278	-28 30 07.15	  32.0	  62.7	 1.50	  47.3	 15.3	 	   0.542	  0.471	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.731+01.260
265.02771250	-30.03376389	1	  109	  1	  109	OH358.436+00.442	1612	D	17 40 06.651	-30 02 01.55	  -3.0	  30.5	 1.50	  13.8	 16.8	 	   4.814	  3.572	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.436+00.442
265.03174583	-36.57818889	1	  110	  1	  110	OH352.888-03.033	1612	D	17 40 07.619	-36 34 41.48	  -8.6	  19.2	 1.50	   5.3	 13.9	 	   0.853	  0.760	        	       	SEV97A	0	0	1997A&AS..122...79S	OH352.888-03.033
265.05274583	-30.94538611	1	  111	  1	  111	OH357.675-00.060	1612	D	17 40 12.659	-30 56 43.39	-252.7	-222.0	 1.50	-237.4	 15.3	 	   6.403	  3.698	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.675-00.060
265.08416250	-33.98706389	 	  179	  1	 5235	OH355.111-01.697	1612	D	17 40 20.199	-33 59 13.43	  13.3	  36.7	 1.50	  25.0	 11.7	 	   2.767	  2.116	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.111-01.697
265.08479167	-28.84876389	1	  113	  1	  113	OH359.467+01.029	1612	D	17 40 20.350	-28 50 55.55	  94.8	 122.5	 1.50	 108.7	 13.9	 	   0.465	  0.477	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.467+01.029
265.09612083	-27.81983889	1	  152	  1	  152	OH000.344+01.567	1612	S	17 40 23.069	-27 49 11.42	 115.2	      	 1.50	 115.2	     	 	   1.009	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.344+01.567
265.11019583	-30.49418056	1	  115	  1	  115	OH358.083+00.137	1612	D	17 40 26.447	-30 29 39.05	 -41.0	 -11.8	 1.50	 -26.4	 14.6	 	   0.801	  0.921	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.083+00.137
265.13869167	-31.06940556	1	  116	  1	  116	OH357.609-00.188	1612	D	17 40 33.286	-31 04 09.86	 -49.8	 -16.2	 1.50	 -33.0	 16.8	 	   0.399	  0.591	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.609-00.188
265.16077917	-28.01696667	1	  117	  1	  117	OH000.207+01.414	1612	D	17 40 38.587	-28 01 01.08	  23.2	  30.5	 1.50	  26.9	  3.7	 	   0.916	  0.288	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.207+01.414
265.16635833	-33.68758889	1	  118	  1	  118	OH355.401-01.596	1612	D	17 40 39.926	-33 41 15.32	 -24.6	  -4.2	 1.50	 -14.4	 10.2	 	   1.156	  0.579	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.401-01.596
265.18057917	-30.03468333	1	  119	  1	  119	OH358.505+00.330	1612	D	17 40 43.339	-30 02 04.86	 -35.2	 -16.2	 1.50	 -25.7	  9.5	 	   1.388	  1.658	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.505+00.330
265.20237917	-31.60967222	1	  120	  1	  120	OH357.180-00.521	1612	D	17 40 48.571	-31 36 34.82	  18.9	  42.2	 1.50	  30.5	 11.7	 	   0.749	  0.732	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.180-00.521
265.20326667	-26.83896667	1	  121	  1	  121	OH001.227+02.005	1612	D	17 40 48.784	-26 50 20.28	  83.2	 108.0	 1.50	  95.6	 12.4	 	   0.839	  0.471	        	       	SEV97A	0	0	1997A&AS..122...79S	OH001.227+02.005
265.21994583	-30.15389444	1	  122	  1	  122	OH358.422+00.238	1612	S	17 40 52.787	-30 09 14.02	 -55.6	      	 1.50	 -55.6	     	 	   0.795	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.422+00.238
265.22558333	-30.37717222	 	  134	  1	 3770	OH358.235+00.115	1612	S	17 40 54.140	-30 22 37.82	 -27.9	      	 1.50	 -27.9	     	 	   0.489	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.235+00.115
265.23545417	-35.55714167	1	  124	  1	  124	OH353.843-02.633	1612	S	17 40 56.509	-35 33 25.71	 -65.5	      	 1.50	 -65.5	     	 	   0.408	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH353.843-02.633
265.28222917	-31.02620556	1	  125	  1	  125	OH357.711-00.270	1612	D	17 41 07.735	-31 01 34.34	 -74.6	 -43.9	 1.50	 -59.3	 15.3	 	   2.543	  1.775	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.711-00.270
265.34402917	-28.53004444	1	  126	  1	  126	OH359.857+01.005	1612	D	17 41 22.567	-28 31 48.16	 -68.7	 -33.7	 1.50	 -51.2	 17.5	 	   0.147	  0.322	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.857+01.005
265.40954583	-31.75938889	1	  127	  1	  127	OH357.146-00.750	1612	D	17 41 38.291	-31 45 33.80	   4.3	  37.8	 1.50	  21.1	 16.8	 	   0.529	  0.372	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.146-00.750
265.46782500	-33.56119444	1	  199	  1	  199	OH355.641-01.742	1612	D	17 41 52.278	-33 33 40.30	-245.1	-224.6	 1.50	-234.9	 10.2	 	   3.142	  4.034	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.641-01.742
265.46857083	-26.31967222	1	  129	  1	  129	OH001.794+02.078	1612	D	17 41 52.457	-26 19 10.82	 201.4	 227.7	 1.50	 214.6	 13.1	 	   0.336	  0.443	        	       	SEV97A	0	0	1997A&AS..122...79S	OH001.794+02.078
265.56487083	-28.17676944	 	  209	  1	 5244	OH000.260+01.027	1612	D	17 42 15.569	-28 10 36.37	 -11.8	  13.0	 1.50	   0.6	 12.4	 	   0.668	  0.492	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.260+01.027
265.57866250	-30.25820278	1	  131	  1	  131	OH358.497-00.081	1612	D	17 42 18.879	-30 15 29.53	 -35.2	  -8.9	 1.50	 -22.0	 13.1	 	   0.654	  0.401	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.497-00.081
265.58507083	-28.88901389	1	  132	  1	  132	OH359.664+00.636	1612	D	17 42 20.417	-28 53 20.45	-172.4	-147.6	 1.50	-160.0	 12.4	 	   0.370	  0.632	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.664+00.636
265.62715417	-30.36887778	 	  210	  1	 5247	OH358.425-00.175	1612	D	17 42 30.517	-30 22 07.96	 -24.9	  17.4	 1.50	  -3.8	 21.2	 	   1.003	  0.441	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.425-00.175
265.63817083	-27.47350556	 	  213	  1	 5250	OH000.892+01.342	1612	D	17 42 33.161	-27 28 24.62	-122.8	 -93.6	 1.50	-108.2	 14.6	 	  47.866	  0.669	        	       	SEV97A	0	1	1997A&AS..122...79S	OH000.892+01.342
265.64051667	-33.34986111	1	  135	  1	  135	OH355.897-01.754	1612	D	17 42 33.724	-33 20 59.50	 -58.2	 -31.9	 1.50	 -45.1	 13.1	 	   1.038	  1.209	        	       	SEV97A	0	0	1997A&AS..122...79S	OH355.897-01.754
265.64583750	-30.09515000	1	  136	  1	  136	OH358.667-00.044	1612	D	17 42 35.001	-30 05 42.54	 -27.9	  15.9	 1.50	  -6.0	 21.9	 	   3.268	  1.214	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.667-00.044
265.64789583	-29.46753889	1	  137	  1	  137	OH359.201+00.285	1612	D	17 42 35.495	-29 28 03.14	-103.8	 -70.2	 1.50	 -87.0	 16.8	 	   1.614	  0.370	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.201+00.285
265.66526250	-28.83026944	1	  138	  1	  138	OH359.751+00.607	1612	D	17 42 39.663	-28 49 48.97	-189.9	-175.3	 1.50	-182.6	  7.3	 	   0.693	  0.345	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.751+00.607
265.67087083	-31.89376944	1	  139	  1	  139	OH357.149-01.009	1612	D	17 42 41.009	-31 53 37.57	  99.2	 121.1	 1.50	 110.1	 11.0	 	   0.475	  0.309	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.149-01.009
265.74571667	-32.58816667	1	  140	  1	  140	OH356.591-01.428	1612	S	17 42 58.972	-32 35 17.40	-157.5	      	 1.50	-157.5	     	 	   0.652	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH356.591-01.428
265.77818750	-29.51591944	1	  141	  1	  141	OH359.220+00.163	1612	D	17 43 06.765	-29 30 57.31	-150.5	-119.8	 1.50	-135.2	 15.3	 	   1.077	  1.716	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.220+00.163
265.90564583	-27.21885000	1	  142	  1	  142	OH001.234+01.273	1612	D	17 43 37.355	-27 13 07.86	 216.0	 242.2	 1.50	 229.1	 13.1	 	   0.369	  0.295	        	       	SEV97A	0	0	1997A&AS..122...79S	OH001.234+01.273
265.90850833	-27.24563889	 	  228	  1	 5253	OH001.212+01.257	1612	D	17 43 38.042	-27 14 44.30	  30.5	  56.8	 1.50	  43.7	 13.1	 	   4.484	  3.440	        	       	SEV97A	0	0	1997A&AS..122...79S	OH001.212+01.257
265.92487500	-29.83970000	1	  144	  1	  144	OH359.011-00.116	1612	D	17 43 41.970	-29 50 22.92	 -96.5	 -65.8	 1.50	 -81.2	 15.3	 	   0.336	  0.310	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.011-00.116
265.93723333	-29.68391667	1	  145	  1	  145	OH359.149-00.043	1612	D	17 43 44.936	-29 41 02.10	  34.9	  39.3	 1.50	  37.1	  2.2	 	   0.348	  0.607	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.149-00.043
265.93949167	-29.43823611	1	  146	  1	  146	OH359.360+00.084	1612	D	17 43 45.478	-29 26 17.65	-223.5	-198.7	 1.50	-211.1	 12.4	 	   1.010	  2.005	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.360+00.084
265.95628750	-29.67987778	1	  147	  1	  147	OH359.161-00.055	1612	D	17 43 49.509	-29 40 47.56	 -68.7	 -33.7	 1.50	 -51.2	 17.5	 	   0.419	  0.702	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.161-00.055
265.98166667	-31.82933333	1	  148	  1	  148	OH357.342-01.200	1612	S	17 43 55.600	-31 49 45.60	-299.1	      	 1.50	-299.1	     	 	   0.481	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.342-01.200
266.01808750	-30.75621111	1	  149	  1	  149	OH358.273-00.665	1612	D	17 44 04.341	-30 45 22.36	-189.9	-160.7	 1.50	-175.3	 14.6	 	   0.277	  0.499	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.273-00.665
266.02864167	-29.40445000	1	  150	  1	  150	OH359.429+00.036	1612	D	17 44 06.874	-29 24 16.02	 -10.3	  17.4	 1.50	   3.5	 13.8	 	   1.040	  1.112	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.429+00.036
266.04097500	-29.77776944	1	  151	  1	  151	OH359.117-00.169	1612	D	17 44 09.834	-29 46 39.97	-109.6	 -67.3	 1.50	 -88.5	 21.2	 	   0.531	  0.493	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.117-00.169
266.06228750	-28.75224722	 	  300	  1	10056	OH000.000+00.352	1612	D	17 44 14.949	-28 45 08.09	 115.2	 132.7	 1.50	 124.0	  8.8	 	   0.648	  0.726	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.000+00.352
266.09971250	-31.92753889	1	  153	  1	  153	OH357.311-01.337	1612	D	17 44 23.931	-31 55 39.14	 -39.2	  -2.7	 1.50	 -21.0	 18.3	 	 153.889	130.077	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.311-01.337
266.14557083	-29.07688611	 	  290	  1	 9983	OH359.762+00.120	1612	D	17 44 34.937	-29 04 36.79	 -20.6	   8.6	 1.50	  -6.0	 14.6	 	   1.169	  2.388	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.762+00.120
266.16571250	-31.16816667	 	  242	  1	 5256	OH357.988-00.988	1612	D	17 44 39.771	-31 10 05.40	  32.0	  61.2	 1.50	  46.6	 14.6	 	   0.231	  0.553	        	       	SEV97A	0	0	1997A&AS..122...79S	OH357.988-00.988
266.24467917	-27.24538056	1	  156	  1	  156	OH001.369+01.003	1612	D	17 44 58.723	-27 14 43.37	 -27.9	   2.8	 1.50	 -12.5	 15.3	 	   5.396	  5.476	        	       	SEV97A	0	0	1997A&AS..122...79S	OH001.369+01.003
266.24539583	-30.35168611	1	  157	  1	  157	OH358.720-00.620	1612	S	17 44 58.895	-30 21 06.07	 -20.6	      	 1.50	 -20.6	     	 	   0.544	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH358.720-00.620
266.38964583	-29.41903056	 	  288	  1	 9966	OH359.581-00.240	1612	D	17 45 33.515	-29 25 08.51	-102.3	 -74.6	 1.50	 -88.4	 13.9	 	   3.363	  1.224	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.581-00.240
266.39860000	-28.07911944	1	  159	  1	  159	OH000.729+00.451	1612	D	17 45 35.664	-28 04 44.83	 233.5	 243.7	 1.50	 238.6	  5.1	 	   0.302	  0.644	        	       	SEV97A	0	0	1997A&AS..122...79S	OH000.729+00.451
266.41087500	-28.99582778	 	  297	  1	10037	OH359.952-00.035	1612	S	17 45 38.610	-28 59 44.98	  96.2	      	 1.50	  96.2	     	 	   1.156	       	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.952-00.035
266.41754167	-28.99679722	 	  298	  1	10038	OH359.954-00.041	1612	D	17 45 40.210	-28 59 48.47	  51.0	  90.4	 1.50	  70.7	 19.7	 	   2.320	  3.849	        	       	SEV97A	0	0	1997A&AS..122...79S	OH359.954-00.041
