#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:29:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a83dccb671	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&tab:{J/AJ/123/2772/AGB}&key:source=J/AJ/123/2772/AGB&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/123/2772/AGB
#-order=I
#-out=n_Name
#-out=Name
#-out=Vlsr
#-out=Vexp
#-out=IRAS
#-out=NIRAS
#-out=S12um
#-out=S25um
#-out=S60um
#-out=S100um
#-out.all=2
#-out=S4um
#-out=S8um
#-out=S12umM
#-out=S15um
#-out=S21um
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=2MASS
#2MASS=2MASS
#-out=MSX
#MSX=MSX
#-out=GLON
#-out=GLAT
#-out=Vout
#-out=Sblue
#-out=Sred
#-out=vla
#-out=atca
#-out=_RA.icrs
#-out=_DE.icrs
#-out.all=2
#

#RESOURCE=yCat_51232772
#Name: J/AJ/123/2772
#Title: OH-selected AGB and post-AGB objects. I. (Sevenster+, 2002)
#Coosys	G:	galactic
#Table	J_AJ_123_2772_AGB:
#Name: J/AJ/123/2772/AGB
#Title: The catalogue of 766 OH-selected AGB and post-AGB objects (radio and infra-red data)
#Column	_RAJ2000	(A11)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A11)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_Name	(A1)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	Name	(A16)	OH name	[ucd=meta.id;meta.main]
#Column	Vlsr	(F6.1)	LSR velocity	[ucd=phys.veloc;pos.lsr]
#Column	Vexp	(F4.1)	Expansion velocity	[ucd=phys.veloc.expansion]
#Column	IRAS	(A10)	IRAS name	[ucd=meta.id.assoc]
#Column	NIRAS	(F6.2)	Distance between OH pos and IRAS pos in fractions of IRAS error ellipse IN THE DIRECTION of the OH source	[ucd=pos.angDistance]
#Column	S12um	(F7.2)	? Flux density at 12{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S25um	(F7.2)	? Flux density at 25{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	S60um	(F8.2)	? Flux density at 60{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.30-60um]
#Column	S100um	(F8.2)	? Flux density at 100{mu}m if N<1.5 (1)	[ucd=phot.flux.density;em.IR.60-100um]
#Column	S4um	(F6.2)	? MSX flux density at 4{mu}m (B2 band) if within 5" (1)	[ucd=phot.flux.density;em.IR.3-4um]
#Column	S8um	(F6.2)	? MSX flux density at 8{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S12umM	(F7.2)	? MSX flux density at 12{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S15um	(F7.2)	? MSX flux density at 15{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	S21um	(F7.2)	? MSX flux density at 21{mu}m if within 5" (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	Jmag	(F7.2)	? 2MASS J magnitude if within 3" (1)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.2)	? 2MASS H magnitude if within 3" (1)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F7.2)	? 2MASS Ks magnitude if within 3" (1)	[ucd=phot.mag;em.IR.K]
#Column	2MASS	(a5)	Display the 2MASS (Cat. II/246) sources within a 10-arcsec radius	[ucd=meta.ref.url]
#Column	MSX	(A3)	Display the MSX6C (Cat. V/114) sources within a 15-arcsec radius	[ucd=meta.ref.url]
#Column	GLON	(F7.3)	Galactic longitude in range [0,360]{deg} (the original table contained negative longitudes)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Vout	(F6.3)	Outflow velocity	[ucd=phys.veloc]
#Column	Sblue	(F7.3)	Blue peak flux density	[ucd=phot.flux.density;em.IR]
#Column	Sred	(F7.3)	Red peak flux density	[ucd=phot.flux.density;em.IR]
#Column	vla	(A24)	VLA spectrum name (vla/spectrumname)	[ucd=meta.id;meta.file]
#Column	atca	(A25)	ATCA spectrum name (atca/spectrumname)	[ucd=meta.id;meta.file]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
_RAJ2000	_DEJ2000	n_Name	Name	Vlsr	Vexp	IRAS	NIRAS	S12um	S25um	S60um	S100um	S4um	S8um	S12umM	S15um	S21um	Jmag	Hmag	Kmag	2MASS	MSX	GLON	GLAT	Vout	Sblue	Sred	vla	atca	_RA.icrs	_DE.icrs
15 52 03.83	-50 38 40.4	 	OH329.681+02.602	 -76.7	15.3	15483-5029	  0.97	   6.97	  11.62	    4.79	 -110.50	 -8.13	  4.88	   6.78	   7.58	   9.02	       	       	       	2MASS	MSX	329.681	+02.602	15.300	  0.367	  0.688	vla/OH329.681+02.602.dat	                         	238.0160	-50.6446
15 54 10.82	-54 33 25.1	 	OH327.448-00.627	  -7.4	13.1	15502-5424	  0.79	 203.90	 183.70	   39.70	 -342.00	 67.19	128.06	 109.24	  79.34	  35.71	       	       	       	2MASS	MSX	327.448	-00.627	13.100	  5.261	 18.634	vla/OH327.448-00.627.dat	                         	238.5451	-54.5570
15 54 46.79	-52 16 29.6	 	OH328.972+01.074	 -50.5	22.6	15509-5207	  1.35	  59.49	  93.20	   20.55	 -186.30	      	      	       	       	       	       	       	       	2MASS	MSX	328.972	+01.074	22.600	  2.476	  2.197	vla/OH328.972+01.074.dat	                         	238.6949	-52.2749
15 55 03.20	-53 31 52.9	 	OH328.201+00.081	 -67.9	 0.0	15514-5323	  6.77	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	328.201	+00.081	 0.000	  1.098	  0.000	vla/OH328.201+00.081.dat	                         	238.7633	-53.5314
15 55 20.72	-53 32 45.6	 	OH328.225+00.042	 -59.8	19.7	15514-5323	  1.17	  32.06	  87.93	  126.20	  220.20	 -9.38	 26.61	  41.05	  72.38	  74.20	       	       	       	2MASS	MSX	328.225	+00.042	19.700	 35.285	 57.785	vla/OH328.225+00.042.dat	                         	238.8363	-53.5460
15 55 43.47	-54 22 51.7	 	OH327.733-00.635	 270.0	 0.0	15521-5415	 12.53	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	327.733	-00.635	 0.000	  0.502	  0.000	vla/OH327.733-00.635.dat	                         	238.9311	-54.3810
15 57 18.88	-52 43 40.5	 	OH328.977+00.479	 -76.7	 5.1	15539-5236	  7.14	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	328.977	+00.479	 5.100	  0.161	  0.206	vla/OH328.977+00.479.dat	                         	239.3287	-52.7279
15 57 23.00	-53 37 35.2	 	OH328.405-00.214	 -48.9	19.0	15535-5328	  0.15	  12.99	  19.16	  -45.03	-1260.00	 -9.38	 12.16	  17.31	  14.54	  20.44	       	       	       	2MASS	MSX	328.405	-00.214	19.000	  2.213	  3.722	vla/OH328.405-00.214.dat	                         	239.3458	-53.6264
15 57 29.80	-51 21 34.1	 	OH329.882+01.506	  31.3	 8.0	15537-5112	  0.26	   8.34	   7.86	   -3.74	  -39.10	      	      	       	       	       	       	       	       	2MASS	MSX	329.882	+01.506	 8.000	  0.318	  0.227	vla/OH329.882+01.506.dat	                         	239.3742	-51.3595
15 58 01.33	-54 16 55.3	 	OH328.053-00.775	 -70.9	22.6	15541-5408	  0.25	 105.60	  90.91	   18.82	   93.71	 24.03	 44.41	  57.85	  51.31	  65.51	       	       	       	2MASS	MSX	328.053	-00.775	22.600	  1.144	  0.657	vla/OH328.053-00.775.dat	                         	239.5055	-54.2820
15 58 18.75	-53 40 39.0	 	OH328.477-00.342	-118.3	 0.0	15544-5332	  0.35	   4.64	  15.54	   41.55	 -288.20	 -8.79	  2.85	   4.29	   6.42	   8.59	       	       	       	2MASS	MSX	328.477	-00.342	 0.000	  0.608	  0.000	vla/OH328.477-00.342.dat	                         	239.5781	-53.6775
15 58 44.69	-51 51 55.4	 	OH329.702+00.995	-109.6	13.1	15549-5143	  1.40	  15.17	  13.63	 -124.00	 -317.00	      	      	       	       	       	       	       	       	2MASS	MSX	329.702	+00.995	13.100	  1.355	  1.646	vla/OH329.702+00.995.dat	                         	239.6862	-51.8654
15 59 07.19	-53 25 02.9	 	OH328.737-00.222	 -28.4	13.1	15552-5316	  0.05	  17.71	  21.75	  -34.95	 -271.40	 -9.38	  8.49	  12.35	  12.47	  15.89	       	       	       	2MASS	MSX	328.737	-00.222	13.100	  1.985	  3.442	vla/OH328.737-00.222.dat	                         	239.7800	-53.4175
15 59 41.49	-55 54 51.0	 	OH327.174-02.171	 -10.3	13.1	15557-5546	  1.44	   7.56	  16.18	  -17.37	 -116.00	 -9.21	  4.64	   6.75	   7.65	  11.18	       	       	       	2MASS	MSX	327.174	-02.171	13.100	  0.329	  0.363	vla/OH327.174-02.171.dat	                         	239.9229	-55.9142
16 01 21.17	-51 38 01.9	 	OH330.159+00.907	 -57.0	20.4	15575-5129	  0.47	  36.84	  36.33	  -29.83	 -310.60	 11.10	 11.54	  15.52	  13.99	  16.89	       	       	       	2MASS	MSX	330.159	+00.907	20.400	  0.421	  0.745	vla/OH330.159+00.907.dat	                         	240.3382	-51.6339
16 05 48.90	-52 05 48.9	 	OH330.369+00.104	 -43.0	14.6	16019-5157	  0.35	   4.91	 -13.87	  -96.90	 -585.10	      	      	       	       	       	       	       	       	2MASS	MSX	330.369	+00.104	14.600	  0.936	  0.632	vla/OH330.369+00.104.dat	                         	241.4538	-52.0969
16 06 40.64	-51 03 57.4	 	OH331.158+00.781	 -89.1	 0.0	16029-5055	  0.79	  -2.54	   4.90	   11.11	 -152.30	 -9.13	 -0.09	  -1.35	   1.27	   3.53	       	       	       	2MASS	MSX	331.158	+00.781	 0.000	  1.307	  0.000	vla/OH331.158+00.781.dat	                         	241.6694	-51.0660
16 08 08.60	-52 52 20.6	 	OH330.112-00.709	-110.3	13.9	16042-5244	  0.17	  20.81	  32.08	   11.94	   38.12	 -8.75	 19.18	  23.79	  32.15	  30.81	       	       	       	2MASS	MSX	330.112	-00.709	13.900	  1.716	  1.081	vla/OH330.112-00.709.dat	                         	242.0359	-52.8724
16 09 35.50	-51 54 14.2	 	OH330.929-00.144	 -67.1	16.8	16053-5146	  6.30	       	       	        	        	 -9.38	  2.56	   3.64	   3.86	   4.59	       	       	       	2MASS	MSX	330.929	-00.144	16.800	  0.923	  0.729	vla/OH330.929-00.144.dat	                         	242.3979	-51.9040
16 10 19.84	-52 06 08.8	 	OH330.878-00.367	-113.2	50.4	16065-5158	  1.09	  20.66	 237.20	 6694.00	15100.00	      	      	       	       	       	       	       	       	2MASS	MSX	330.878	-00.367	50.400	  0.107	  0.308	vla/OH330.878-00.367.dat	                         	242.5827	-52.1024
16 10 43.69	-50 55 53.7	 	OH331.719+00.450	  18.9	11.7	16069-5048	  0.52	  10.69	   8.46	  -15.92	 -244.60	 -9.38	 15.19	  19.26	  13.88	  15.06	       	       	       	2MASS	MSX	331.719	+00.450	11.700	  0.539	  0.642	vla/OH331.719+00.450.dat	                         	242.6821	-50.9316
16 10 45.76	-47 35 44.1	 	OH333.994+02.891	-138.1	16.8	16070-4727	  0.73	  26.16	  35.20	   11.31	  -30.10	 -8.63	  7.14	  11.02	  14.38	  18.53	       	       	       	2MASS	MSX	333.994	+02.891	16.800	  0.834	  0.801	vla/OH333.994+02.891.dat	                         	242.6907	-47.5956
16 11 25.20	-51 01 51.8	 	OH331.731+00.303	 -40.2	12.4	16076-5054	  0.13	  11.08	  11.01	  -12.71	 -257.10	      	      	       	       	       	       	       	       	2MASS	MSX	331.731	+00.303	12.400	  0.987	  0.875	vla/OH331.731+00.303.dat	                         	242.8550	-51.0311
16 11 33.87	-52 57 50.7	 	OH330.429-01.126	-115.4	16.1	16076-5250	  0.45	  11.10	  13.09	  -32.26	 -323.90	 -8.75	  6.63	   7.28	   6.71	   7.81	       	       	       	2MASS	MSX	330.429	-01.126	16.100	  0.267	  0.229	vla/OH330.429-01.126.dat	                         	242.8911	-52.9641
16 12 09.85	-51 28 35.5	 	OH331.512-00.102	 -86.8	 0.0	16086-5119	 50.68	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	331.512	-00.102	 0.000	110.431	  0.000	vla/OH331.512-00.102.dat	                         	243.0411	-51.4765
16 12 41.58	-51 26 40.1	 	OH331.594-00.135	 -94.1	11.7	16088-5117	 28.20	       	       	        	        	 -9.38	  4.29	   6.48	  12.65	  11.69	       	       	       	2MASS	MSX	331.594	-00.135	11.700	  0.289	  4.138	vla/OH331.594-00.135.dat	                         	243.1733	-51.4445
16 13 28.93	-51 29 56.6	 	OH331.646-00.259	 -35.0	 9.5	16097-5122	  0.54	  11.67	  15.34	  -65.77	 -257.00	  9.01	 10.71	  15.96	  14.58	  20.55	       	       	       	2MASS	MSX	331.646	-00.259	 9.500	  2.294	  5.051	vla/OH331.646-00.259.dat	                         	243.3706	-51.4990
16 14 39.26	-48 51 56.5	 	OH333.595+01.522	   3.6	12.4	16109-4844	  0.21	   2.47	   3.08	   -3.97	  -51.05	      	      	       	       	       	       	       	       	2MASS	MSX	333.595	+01.522	12.400	  0.287	  0.365	vla/OH333.595+01.522.dat	                         	243.6636	-48.8657
16 16 26.35	-52 51 04.4	 	OH331.040-01.550	 -48.3	17.5	16125-5243	  0.16	  11.62	  21.10	   -6.04	 -538.00	 -8.75	  5.74	   8.37	   9.75	  14.64	       	       	       	2MASS	MSX	331.040	-01.550	17.500	  0.368	  0.458	vla/OH331.040-01.550.dat	                         	244.1098	-52.8512
16 18 33.81	-53 04 58.0	 	OH331.108-01.939	 -95.7	16.8	16146-5257	  0.13	  42.64	  34.16	    5.13	 -310.50	 22.12	 34.14	  39.42	  30.94	  38.13	       	       	       	2MASS	MSX	331.108	-01.939	16.800	  0.884	  0.235	vla/OH331.108-01.939.dat	                         	244.6409	-53.0828
16 19 09.50	-48 00 42.6	 	OH334.726+01.616	  46.6	11.7	16154-4753	  0.37	  45.93	  31.65	   -5.51	  -45.41	 19.58	 48.36	  53.46	  38.83	  40.22	       	       	       	2MASS	MSX	334.726	+01.616	11.700	  2.944	  0.586	vla/OH334.726+01.616.dat	                         	244.7896	-48.0118
16 19 19.25	-48 03 44.1	 	OH334.710+01.561	 -43.9	16.1	16156-4756	  0.47	  33.89	  44.33	   12.88	  -46.98	 -9.67	 15.92	  23.91	  26.94	  33.11	       	       	       	2MASS	MSX	334.710	+01.561	16.100	  2.929	  2.014	vla/OH334.710+01.561.dat	                         	244.8302	-48.0623
16 19 36.89	-52 19 34.9	 	OH331.752-01.511	  -3.7	16.8	16157-5212	  0.26	  15.37	  18.57	  -51.54	 -310.40	  9.45	 15.75	  22.33	  18.04	  22.80	       	       	       	2MASS	MSX	331.752	-01.511	16.800	  0.572	  0.530	vla/OH331.752-01.511.dat	                         	244.9037	-52.3264
16 19 36.92	-49 33 03.7	 	OH333.700+00.466	 -82.6	 5.1	16158-4925	  0.39	   2.65	   2.98	  -27.72	 -330.30	      	      	       	       	       	       	       	       	2MASS	MSX	333.700	+00.466	 5.100	  0.321	  0.311	vla/OH333.700+00.466.dat	                         	244.9038	-49.5510
16 19 50.86	-50 15 09.9	 	OH333.234-00.060	 -91.2	 0.0	16162-4956	114.43	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	333.234	-00.060	 0.000	  1.693	  0.000	vla/OH333.234-00.060.dat	                         	244.9619	-50.2527
16 21 08.41	-48 43 32.4	 	OH334.458+00.877	-113.2	15.3	16174-4836	  0.20	   8.27	  13.53	 -204.90	  213.70	 -9.13	  4.77	   6.19	   6.95	   8.15	       	       	       	2MASS	MSX	334.458	+00.877	15.300	  0.432	  0.396	vla/OH334.458+00.877.dat	                         	245.2851	-48.7257
16 22 11.20	-50 05 56.3	 	OH333.608-00.215	 -51.8	 0.0	16183-4958	  6.19	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	333.608	-00.215	 0.000	  1.850	  0.000	vla/OH333.608-00.215.dat	                         	245.5467	-50.0990
16 22 34.20	-49 28 12.9	 	OH334.097+00.185	 -10.9	14.6	16188-4921	  0.07	   3.19	   4.04	  -32.79	-1341.00	 -9.38	  3.79	   4.31	   7.62	   5.96	       	       	       	2MASS	MSX	334.097	+00.185	14.600	  0.989	  0.682	vla/OH334.097+00.185.dat	                         	245.6425	-49.4702
16 22 57.36	-49 47 55.9	 	OH333.908-00.091	-148.2	 0.0	16191-4940	  0.66	   9.20	  19.80	 -207.30	 -554.80	 12.56	  9.45	  13.36	  14.39	  17.18	       	       	       	2MASS	MSX	333.908	-00.091	 0.000	  0.359	  0.000	vla/OH333.908-00.091.dat	                         	245.7390	-49.7989
16 23 46.93	-51 03 42.4	 	OH333.103-01.073	 -35.1	13.1	16199-5056	  1.00	  23.42	  29.79	    9.73	   62.01	 -8.75	 11.98	  15.41	  15.00	  21.36	       	       	       	2MASS	MSX	333.103	-01.073	13.100	  3.262	  1.917	vla/OH333.103-01.073.dat	                         	245.9455	-51.0618
16 24 33.50	-48 39 51.9	 	OH334.899+00.520	 -57.8	13.9	16208-4833	  0.19	  10.34	  14.37	  -33.50	 -307.70	      	      	       	       	       	       	       	       	2MASS	MSX	334.899	+00.520	13.900	  1.587	  2.247	vla/OH334.899+00.520.dat	                         	246.1396	-48.6644
16 24 34.02	-47 21 30.3	 	OH335.832+01.434	 -82.6	13.9	16209-4714	  0.77	   1.17	  18.87	   20.68	  -63.87	 -9.67	  0.20	  -1.40	   2.72	  14.11	       	       	       	2MASS	MSX	335.832	+01.434	13.900	  1.230	  1.169	vla/OH335.832+01.434.dat	                         	246.1418	-47.3584
16 25 24.95	-49 31 07.0	 	OH334.387-00.178	-107.3	19.0	16220-4925	 12.63	       	       	        	        	 -9.38	  2.82	   4.35	   4.80	   4.60	       	       	       	2MASS	MSX	334.387	-00.178	19.000	  1.376	  1.082	vla/OH334.387-00.178.dat	                         	246.3539	-49.5186
16 25 43.17	-50 55 40.9	 	OH333.412-01.197	 -50.5	18.2	16219-5048	  1.33	 173.90	 154.70	   30.14	   66.39	      	      	       	       	       	       	       	       	2MASS	MSX	333.412	-01.197	18.200	  0.716	  2.619	vla/OH333.412-01.197.dat	                         	246.4299	-50.9280
16 25 57.62	-47 45 06.2	 	OH335.715+00.991	 -25.6	16.8	16222-4738	  0.34	 113.20	 114.00	   20.23	 -374.40	109.57	158.22	 176.58	 130.72	 181.77	       	       	       	2MASS	MSX	335.715	+00.991	16.800	  1.837	  2.524	vla/OH335.715+00.991.dat	                         	246.4901	-47.7517
16 26 46.75	-47 03 11.3	 	OH336.313+01.378	-121.3	16.1	16231-4656	  0.26	  10.26	  15.68	  -30.66	  -63.10	 -9.63	  8.57	   8.65	  10.76	  12.65	       	       	       	2MASS	MSX	336.313	+01.378	16.100	  0.945	  0.607	vla/OH336.313+01.378.dat	                         	246.6948	-47.0531
16 28 48.29	-45 10 13.2	 	OH337.915+02.429	  -7.4	 0.0	16252-4503	  0.41	   7.99	   9.44	   -3.19	  -26.12	 -8.13	  4.82	   5.85	   5.53	   6.75	       	       	       	2MASS	MSX	337.915	+02.429	 0.000	  0.589	  0.000	vla/OH337.915+02.429.dat	                         	247.2012	-45.1703
16 31 40.13	-48 10 54.3	 	OH336.064+00.003	 -51.8	 0.0	16279-4804	  1.22	   6.05	  11.34	 -195.80	  964.00	  8.06	  6.35	   7.42	   7.26	   5.81	       	       	       	2MASS	MSX	336.064	+00.003	 0.000	  0.733	  0.000	vla/OH336.064+00.003.dat	                         	247.9172	-48.1817
16 33 25.69	-47 25 39.8	 	OH336.817+00.301	  48.1	11.7	16298-4721	 40.27	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	336.817	+00.301	11.700	  0.851	  0.602	vla/OH336.817+00.301.dat	                         	248.3570	-47.4277
16 33 29.58	-47 56 12.5	 	OH336.451-00.053	 -46.0	16.1	16299-4749	 12.35	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	336.451	-00.053	16.100	  0.498	  0.794	vla/OH336.451-00.053.dat	                         	248.3732	-47.9368
16 34 29.77	-46 00 05.9	 	OH337.989+01.134	-100.1	15.3	16308-4553	  0.23	   6.10	   9.47	  -26.27	 -402.00	  8.55	 12.11	  15.34	  15.23	  19.10	       	       	       	2MASS	MSX	337.989	+01.134	15.300	  0.285	  0.318	vla/OH337.989+01.134.dat	                         	248.6240	-46.0016
16 35 14.83	-50 24 13.9	 	OH334.830-01.935	 -51.9	18.2	16314-5018	  0.43	  27.74	  20.91	    2.33	 -320.10	 -9.25	  4.91	  12.82	  10.10	  12.92	       	       	       	2MASS	MSX	334.830	-01.935	18.200	  0.428	  0.356	vla/OH334.830-01.935.dat	                         	248.8118	-50.4039
16 35 37.11	-44 25 37.4	 	OH339.284+02.052	  71.5	11.7	16320-4419	  0.52	  16.61	  19.32	    4.00	  -31.86	  9.36	 11.27	  14.71	  13.14	  16.14	       	       	       	2MASS	MSX	339.284	+02.052	11.700	  1.694	  0.563	vla/OH339.284+02.052.dat	                         	248.9046	-44.4270
16 35 53.25	-47 31 52.7	 	OH337.022-00.075	 -41.6	 0.0	16318-4724	 35.38	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	337.022	-00.075	 0.000	  0.329	  0.000	vla/OH337.022-00.075.dat	                         	248.9719	-47.5313
16 36 32.71	-48 54 36.1	 	OH336.076-01.084	 -71.6	17.5	16327-4848	  0.77	 126.40	 213.60	   63.18	 -512.70	 21.76	 73.98	 103.83	 121.76	 161.18	       	       	       	2MASS	MSX	336.076	-01.084	17.500	  2.093	  1.888	vla/OH336.076-01.084.dat	                         	249.1363	-48.9100
16 36 47.51	-46 43 44.6	 	OH337.719+00.351	 -39.5	14.6	16331-4637	  1.39	  -8.02	  16.87	  -64.70	 -668.40	 -9.38	  2.78	   3.68	   6.05	   5.83	       	       	       	2MASS	MSX	337.719	+00.351	14.600	  1.609	  1.397	vla/OH337.719+00.351.dat	                         	249.1980	-46.7291
16 37 02.32	-47 00 36.6	 	OH337.539+00.131	-118.2	25.5	16333-4654	  1.00	  44.28	  54.86	   24.00	 -248.20	 -9.38	 32.43	  53.29	  69.41	  50.50	       	       	       	2MASS	MSX	337.539	+00.131	25.500	  3.359	  1.241	vla/OH337.539+00.131.dat	                         	249.2596	-47.0102
16 37 29.14	-47 19 27.2	 	OH337.357-00.136	 -28.4	14.6	16337-4713	  0.50	   3.58	  12.09	 -433.00	 -506.80	 -9.38	  1.81	   1.79	   3.40	   3.68	       	       	       	2MASS	MSX	337.357	-00.136	14.600	  2.220	  3.576	vla/OH337.357-00.136.dat	                         	249.3714	-47.3242
16 37 39.01	-47 23 52.3	 	OH337.321-00.206	-151.1	 0.0	16339-4717	  1.04	   2.45	   4.58	 -298.20	-2452.00	      	      	       	       	       	       	       	       	2MASS	MSX	337.321	-00.206	 0.000	  1.865	  0.000	vla/OH337.321-00.206.dat	                         	249.4125	-47.3978
16 37 41.38	-46 40 41.2	 	OH337.860+00.271	 -60.7	21.2	16340-4634	  0.59	 555.50	 414.30	 -107.80	 -668.40	178.46	327.41	 478.46	 383.26	 458.71	       	       	       	2MASS	MSX	337.860	+00.271	21.200	  2.961	  0.759	vla/OH337.860+00.271.dat	                         	249.4224	-46.6781
16 37 46.79	-45 58 57.8	 	OH338.387+00.725	  -0.1	13.1	16341-4552	  0.55	   2.51	   4.66	  -22.30	 -333.40	 -9.13	  3.08	   4.22	   5.01	   5.61	       	       	       	2MASS	MSX	338.387	+00.725	13.100	  0.609	  0.789	vla/OH338.387+00.725.dat	                         	249.4450	-45.9827
16 38 16.78	-46 16 52.3	 	OH338.223+00.461	  -5.9	13.1	16346-4610	  0.63	  13.31	  20.72	  -56.16	 -232.90	 -9.38	  8.74	  10.57	  10.04	  16.75	       	       	       	2MASS	MSX	338.223	+00.461	13.100	  1.638	  1.517	vla/OH338.223+00.461.dat	                         	249.5699	-46.2812
16 38 52.82	-42 22 55.6	 	OH341.201+02.982	 -40.2	15.3	16353-4217	  0.37	   8.42	  12.03	  -10.76	 -126.30	 -8.63	 13.46	  16.48	  16.31	  16.98	       	       	       	2MASS	MSX	341.201	+02.982	15.300	  0.754	  1.036	vla/OH341.201+02.982.dat	                         	249.7201	-42.3821
16 39 55.56	-46 50 33.0	 	OH337.993-00.124	 -67.9	20.4	16363-4645	  2.85	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	337.993	-00.124	20.400	 12.430	  6.573	vla/OH337.993-00.124.dat	                         	249.9815	-46.8425
16 40 33.40	-45 41 36.1	 	OH338.925+00.557	 -62.9	 0.0	16368-4538	 58.47	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	338.925	+00.557	 0.000	 23.450	  0.000	vla/OH338.925+00.557.dat	                         	250.1391	-45.6934
16 40 55.98	-48 13 57.6	 	OH337.065-01.173	 -90.6	 0.0	16372-4808	  0.44	   2.04	  14.30	 -178.30	 -354.40	 -8.75	  0.77	   1.99	   3.66	  11.10	       	       	       	2MASS	MSX	337.065	-01.173	 0.000	  2.253	  0.000	vla/OH337.065-01.173.dat	                         	250.2332	-48.2327
16 41 06.31	-46 19 04.8	 	OH338.520+00.072	-129.9	15.3	16372-4614	 26.20	       	       	        	        	 -9.38	  1.79	   2.30	   2.13	  -3.12	       	       	       	2MASS	MSX	338.520	+00.072	15.300	  2.056	  2.300	vla/OH338.520+00.072.dat	                         	250.2763	-46.3180
16 41 58.79	-49 21 31.1	 	OH336.333-02.046	 154.7	 0.0	16381-4912	 71.83	       	       	        	        	      	      	       	       	       	       	       	       	2MASS	MSX	336.333	-02.046	 0.000	  0.178	  0.000	vla/OH336.333-02.046.dat	                         	250.4949	-49.3586
16 41 59.57	-46 32 16.0	 	OH338.456-00.188	-101.4	27.7	16383-4626	  0.11	  14.97	  21.17	-1078.00	-3337.00	 11.60	 16.75	  25.30	  32.01	  27.57	       	       	       	2MASS	MSX	338.456	-00.188	27.700	  0.453	  0.703	vla/OH338.456-00.188.dat	                         	250.4982	-46.5378
16 43 00.56	-49 49 49.9	 	OH336.087-02.482	-116.2	13.9	16392-4944	  0.23	   2.44	   4.36	    2.17	  -97.39	 -9.13	  1.29	   2.21	   1.82	   3.18	       	       	       	2MASS	MSX	336.087	-02.482	13.900	  0.309	  0.343	vla/OH336.087-02.482.dat	                         	250.7524	-49.8305
16 43 36.79	-48 40 09.6	 	OH337.029-01.795	-164.3	15.3	16398-4834	  0.37	  12.23	  14.17	   -6.63	 -217.60	      	      	       	       	       	       	       	       	2MASS	MSX	337.029	-01.795	15.300	  0.510	  0.610	vla/OH337.029-01.795.dat	                         	250.9033	-48.6693
