#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:49:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a88eed8b82	
#INFO	-out.max=unlimited	
#INFO	queryParameters=75	
#-oc.form=sexa
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/MNRAS/505/6051&tab:{J/MNRAS/505/6051/table1}&tab:{J/MNRAS/505/6051/table3}&tab:{J/MNRAS/505/6051/table5}&tab:{J/MNRAS/505/6051/table6}&key:source=J/MNRAS/505/6051&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/505/6051/table1,J/MNRAS/505/6051/table3,J/MNRAS/505/6051/table5,J/MNRAS/505/6051/table6
#-order=I
#-out=IRAS
#-out=OName
#-out=RAICRS
#-out=DEICRS
#-out=CRef
#-out=Group
#-out=Simbad
#Simbad=Simbad
#-out=JD
#-out=Filter
#-out=mag
#-out.all=2
#-out=e_mag
#-out=Origin
#-out=o_Jmag
#-out=AmpJ
#-out=JmagMean
#-out=o_Hmag
#-out=AmpH
#-out=HmagMean
#-out=o_Kmag
#-out=AmpK
#-out=KmagMean
#-out=o_Omag
#-out=AmpO
#-out.all=2
#-out=OmagMean
#-out=Survey
#-out=Bands
#-out=P
#-out=e_P
#-out=FitLCO
#-out=FitPerO
#-out=e_FitPerO
#-out=FitAmpO
#-out=FitOmagMean
#-out=FitAsyFactO
#-out=Fitt0O
#-out=FitLCJ
#-out.all=2
#-out=FitPerJ
#-out=e_FitPerJ
#-out=FitAmpJ
#-out=FitJmagMean
#-out=FitAsymFactJ
#-out=Fitt0J
#-out=FitLCH
#-out=FitPerH
#-out=e_FitPerH
#-out=FitAmpH
#-out=FitHmagMean
#-out=FitAsymFactH
#-out=Fitt0H
#-out.all=2
#-out=FitLCK
#-out=FitPerK
#-out=e_FitPerK
#-out=FitAmpK
#-out=FitKmagMean
#-out=FitAsymFactK
#-out=Fitt0K
#-out.all=2
#
#INFO	CatalogsExamined=4	
#  4 catalogues with potential matches were examined.
#

#RESOURCE=yCat_75056051
#Name: J/MNRAS/505/6051
#Title: Arecibo sample variability properties (Jimenez-Esteban+, 2021)
#Coosys	H:	ICRS
#Table	J_MNRAS_505_6051_table1:
#Name: J/MNRAS/505/6051/table1
#Title: Arecibo sources positions and classifications
#Column	_RAJ2000	(A14)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A14)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IRAS	(A10)	IRAS name (HHMMm+DDMM)	[ucd=meta.id;meta.main]
#Column	OName	(a18)	Other name	[ucd=meta.id]
#Column	RAICRS	(F10.6)	ICRS (Hipparcos) Right Ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F10.6)	ICRS (Hipparcos) Declination (J2000.0 )	[ucd=pos.eq.dec;meta.main]
#Column	CRef	(A7)	Coordinates Source (AllWISE or 2MASS)	[ucd=meta.bib]
#Column	Group	(I1)	[1/4] Flag for groups (1)	[ucd=meta.code.error]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	IRAS	OName	RAICRS	DEICRS	CRef	Group	Simbad
19 15 08.00700	+13 16 00.1100	19128+1310	                  	288.783362	+13.266697	AllWISE	1	Simbad
19 14 59.11300	+28 09 13.5600	19129+2803	                  	288.746304	+28.153767	AllWISE	1	Simbad
19 15 29.12800	+12 02 39.9500	19131+1157	                  	288.871367	+12.044431	AllWISE	1	Simbad
19 16 29.45500	+06 57 29.4300	19140+0652	                  	289.122729	 +6.958175	AllWISE	1	Simbad
19 17 00.58400	+13 55 20.5900	19147+1349	                  	289.252433	+13.922386	AllWISE	1	Simbad
19 17 11.57000	+16 43 54.0600	19149+1638	                  	289.298208	+16.731683	AllWISE	1	Simbad
19 18 26.75200	+08 00 37.2500	19160+0755	                  	289.611467	 +8.010347	AllWISE	1	Simbad
19 18 14.66900	+23 49 28.4700	19161+2343	RAFGL 2362        	289.561121	+23.824575	AllWISE	1	Simbad
19 18 41.55500	+06 13 14.4300	19162+0607	                  	289.673146	 +6.220675	AllWISE	1	Simbad
19 19 00.03400	+17 38 51.9300	19167+1733	                  	289.750142	+17.647758	AllWISE	1	Simbad
19 19 14.99600	+08 19 56.6800	19168+0814	                  	289.812483	 +8.332411	AllWISE	1	Simbad
19 19 28.55500	+20 01 40.3200	19172+1956	                  	289.868979	+20.027867	AllWISE	1	Simbad
19 19 54.94700	+10 04 14.4200	19175+0958	                  	289.978946	+10.070672	AllWISE	1	Simbad
19 19 57.26500	+10 48 09.0200	19175+1042	                  	289.988604	+10.802506	AllWISE	1	Simbad
19 19 48.03400	+19 45 35.8100	19176+1939	                  	289.950142	+19.759947	AllWISE	1	Simbad
19 20 04.84900	+13 39 23.7200	19177+1333	                  	290.020204	+13.656589	AllWISE	2	Simbad
19 20 13.98400	+12 12 24.2300	19178+1206	                  	290.058267	+12.206731	AllWISE	3	Simbad
19 20 42.58300	+11 54 04.6600	19183+1148	                  	290.177429	+11.901294	AllWISE	1	Simbad
19 20 45.83000	+11 00 57.5800	19184+1055	                  	290.190958	+11.015994	AllWISE	1	Simbad
19 21 11.70000	+03 20 57.8900	19186+0315	                  	290.298750	 +3.349414	AllWISE	1	Simbad
19 20 51.69600	+17 03 29.4700	19186+1657	                  	290.215400	+17.058186	AllWISE	1	Simbad
19 20 50.20300	+22 27 23.1600	19187+2221	                  	290.209179	+22.456433	AllWISE	1	Simbad
19 21 11.74800	+11 02 48.6200	19188+1057	                  	290.298950	+11.046839	AllWISE	3	Simbad
19 21 08.33500	+18 03 55.0400	19189+1758	                  	290.284729	+18.065289	AllWISE	4	Simbad
19 21 26.75000	+11 33 56.7300	19190+1128	                  	290.361458	+11.565758	AllWISE	1	Simbad
19 20 59.18800	+30 41 28.6400	19190+3035	                  	290.246617	+30.691289	AllWISE	1	Simbad
19 21 36.66700	+09 27 56.4800	19192+0922	OH 44.8-2.3       	290.402779	 +9.465689	AllWISE	1	Simbad
19 22 03.36000	+05 28 26.8000	19195+0522	                  	290.514000	 +5.474111	AllWISE	1	Simbad
19 21 44.16200	+17 53 09.5800	19195+1747	                  	290.434008	+17.885994	AllWISE	1	Simbad
19 22 24.83600	+10 40 50.6600	19200+1035	PN K 3-33         	290.603483	+10.680739	AllWISE	4	Simbad
19 22 17.75400	+15 41 48.8700	19200+1536	                  	290.573975	+15.696908	AllWISE	1	Simbad
19 22 29.14400	+10 46 20.9500	19201+1040	                  	290.621433	+10.772486	AllWISE	1	Simbad
19 22 17.24000	+21 07 24.4000	19201+2101	                  	290.571833	+21.123444	AllWISE	1	Simbad
19 22 48.39400	+21 26 56.2300	19206+2121	                  	290.701642	+21.448953	AllWISE	1	Simbad
19 22 44.80000	+22 22 05.7400	19206+2216	                  	290.686667	+22.368261	AllWISE	1	Simbad
19 22 43.84500	+25 22 55.9000	19206+2517	                  	290.682687	+25.382194	AllWISE	1	Simbad
19 23 57.46600	+05 19 00.9500	19214+0513	                  	290.989442	 +5.316931	AllWISE	1	Simbad
19 24 21.41900	+04 31 01.6500	19218+0425	                  	291.089246	 +4.517125	AllWISE	1	Simbad
19 25 12.50500	+17 14 49.1800	19229+1708	                  	291.302104	+17.246994	AllWISE	4	Simbad
19 24 59.08000	+36 01 41.9700	19231+3555	IRC +40346        	291.246167	+36.028325	AllWISE	1	Simbad
19 26 02.28800	+14 36 39.4000	19237+1430	                  	291.509533	+14.610944	AllWISE	1	Simbad
19 26 01.94200	+35 03 07.9000	19241+3457	                  	291.508092	+35.052194	AllWISE	1	Simbad
19 27 14.51600	+11 29 04.6800	19248+1122	IRC +10421        	291.810483	+11.484633	AllWISE	1	Simbad
19 27 07.30800	+14 47 22.9000	19248+1441	                  	291.780450	+14.789694	AllWISE	1	Simbad
19 27 17.91300	+24 26 57.9300	19252+2420	                  	291.824637	+24.449425	AllWISE	1	Simbad
19 27 40.11300	+11 20 20.0100	19253+1114	                  	291.917137	+11.338892	AllWISE	1	Simbad
19 27 42.03700	+16 37 23.9500	19254+1631	OH 51.8-0.1       	291.925154	+16.623319	2MASS  	2	Simbad
19 28 08.38500	+03 00 25.8100	19256+0254	                  	292.034937	 +3.007169	AllWISE	1	Simbad
19 28 13.96200	+11 17 30.7000	19258+1111	                  	292.058175	+11.291861	AllWISE	1	Simbad
19 28 22.28400	+05 16 28.8700	19259+0510	                  	292.092850	 +5.274686	AllWISE	1	Simbad
19 28 33.81000	+10 10 11.2800	19261+1003	                  	292.140875	+10.169800	AllWISE	1	Simbad
19 28 28.47400	+14 41 52.0400	19261+1435	                  	292.118642	+14.697789	AllWISE	1	Simbad
19 28 23.79200	+18 55 18.5800	19261+1849	                  	292.099133	+18.921828	AllWISE	1	Simbad
19 28 31.19100	+31 22 24.7700	19265+3116	                  	292.129962	+31.373547	AllWISE	1	Simbad
19 29 21.51600	+03 01 03.8900	19268+0254	                  	292.339650	 +3.017747	AllWISE	1	Simbad
19 29 11.56200	+15 45 52.1400	19268+1539	                  	292.298175	+15.764483	AllWISE	1	Simbad
19 29 21.51400	+08 19 21.1400	19269+0813	                  	292.339642	 +8.322539	2MASS  	1	Simbad
19 29 30.26900	+14 00 48.4300	19271+1354	                  	292.376121	+14.013453	AllWISE	1	Simbad
19 29 51.50600	+09 25 25.9100	19274+0919	                  	292.464608	 +9.423864	AllWISE	1	Simbad
19 30 04.82900	+07 46 01.8000	19276+0739	                  	292.520121	 +7.767167	AllWISE	1	Simbad
19 29 53.87100	+15 06 48.9100	19276+1500	                  	292.474462	+15.113586	AllWISE	1	Simbad
19 30 08.37000	+09 53 56.4200	19277+0947	                  	292.534875	 +9.899006	AllWISE	1	Simbad
19 30 29.48000	+19 50 41.0900	19283+1944	OH 55.0+0.7       	292.622833	+19.844747	AllWISE	1	Simbad
19 30 50.35200	+29 29 57.3200	19288+2923	                  	292.709800	+29.499256	AllWISE	1	Simbad
19 31 20.74700	+16 07 19.5100	19290+1600	                  	292.836446	+16.122086	AllWISE	1	Simbad
19 31 36.07100	+05 08 35.6500	19291+0502	V1248 Aql         	292.900296	 +5.143236	AllWISE	1	Simbad
19 31 38.97400	+22 35 17.2100	19295+2228	                  	292.912392	+22.588114	AllWISE	1	Simbad
19 32 49.35300	+01 16 34.6600	19302+0110	                  	293.205637	 +1.276294	AllWISE	1	Simbad
19 32 35.86900	+15 59 41.1900	19303+1553	                  	293.149454	+15.994775	AllWISE	1	Simbad
19 32 39.94400	+24 16 56.1300	19305+2410	                  	293.166433	+24.282258	AllWISE	1	Simbad
19 33 11.76800	+20 51 30.2800	19310+2044	                  	293.299033	+20.858411	AllWISE	1	Simbad
19 33 34.55600	+11 37 02.6700	19312+1130	                  	293.393983	+11.617408	AllWISE	1	Simbad
19 33 34.72300	+21 06 13.2600	19314+2059	                  	293.394679	+21.103683	AllWISE	1	Simbad
19 34 02.79900	+09 26 06.0600	19316+0919	                  	293.511662	 +9.435017	AllWISE	1	Simbad
19 34 03.58600	+22 21 15.9600	19319+2214	                  	293.514942	+22.354433	AllWISE	2	Simbad
19 34 36.91000	+19 59 44.0700	19323+1952	                  	293.653792	+19.995575	AllWISE	1	Simbad
19 35 11.00800	+09 10 00.9700	19327+0903	KZ Aql            	293.795867	 +9.166936	AllWISE	1	Simbad
19 35 20.02200	+12 52 13.7400	19330+1245	                  	293.833425	+12.870483	AllWISE	1	Simbad
19 35 30.76800	+19 25 06.9900	19333+1918	                  	293.878200	+19.418608	AllWISE	1	Simbad
19 36 44.98900	+09 18 52.8800	19343+0912	V635 Aql          	294.187454	 +9.314689	AllWISE	1	Simbad
19 36 18.91000	+29 32 49.7400	19343+2926	Min 1-92          	294.078792	+29.547150	AllWISE	2	Simbad
19 36 59.57200	+00 23 10.6100	19344+0016	                  	294.248217	 +0.386281	AllWISE	1	Simbad
19 36 32.02300	+25 04 13.2100	19344+2457	                  	294.133429	+25.070336	AllWISE	1	Simbad
19 36 59.27900	+09 20 21.9300	19346+0913	                  	294.246996	 +9.339425	AllWISE	1	Simbad
19 36 44.53800	+28 01 58.1200	19347+2755	                  	294.185575	+28.032811	AllWISE	1	Simbad
19 37 26.18100	+19 20 54.4100	19352+1914	                  	294.359087	+19.348447	AllWISE	1	Simbad
19 37 24.03900	+20 36 57.6300	19352+2030	RAFGL 5408S       	294.350162	+20.616008	AllWISE	1	Simbad
19 38 12.46000	+19 43 09.6200	19359+1936	                  	294.551917	+19.719339	AllWISE	1	Simbad
19 37 57.76700	+34 49 36.3500	19360+3442	                  	294.490696	+34.826764	AllWISE	1	Simbad
19 39 01.72800	+11 56 45.9300	19366+1149	SV Aql            	294.757200	+11.946092	AllWISE	1	Simbad
19 39 04.38800	+19 43 03.7000	19368+1935	                  	294.768283	+19.717694	AllWISE	1	Simbad
19 39 07.76900	+29 02 38.9700	19371+2855	                  	294.782371	+29.044158	AllWISE	1	Simbad
19 39 39.21100	+16 33 41.0700	19374+1626	                  	294.913379	+16.561408	AllWISE	3	Simbad
19 40 13.41600	+13 03 10.6300	19378+1256	V455 Aql          	295.055900	+13.052953	AllWISE	1	Simbad
19 40 07.93900	+34 07 18.7300	19382+3400	                  	295.033079	+34.121869	AllWISE	1	Simbad
19 40 55.24900	+15 20 16.3600	19386+1513	OH 52.2-3.6       	295.230204	+15.337878	AllWISE	1	Simbad
19 41 03.13200	+15 34 19.1600	19387+1527	                  	295.263050	+15.571989	AllWISE	1	Simbad
19 41 44.53900	+18 34 25.8400	19395+1827	                  	295.435579	+18.573844	AllWISE	1	Simbad
19 41 43.42800	+19 56 31.4500	19395+1949	                  	295.430950	+19.942069	AllWISE	1	Simbad
19 41 47.16100	+23 45 53.1000	19396+2338	                  	295.446504	+23.764750	AllWISE	1	Simbad
19 43 45.28400	+03 44 30.0700	19412+0337	IRC +00450        	295.938683	 +3.741686	AllWISE	1	Simbad
19 43 36.64800	+10 49 17.9600	19412+1042	                  	295.902700	+10.821656	AllWISE	1	Simbad
19 43 24.69600	+28 36 34.4000	19413+2829	                  	295.852900	+28.609556	AllWISE	1	Simbad
19 43 33.99800	+22 44 58.9500	19414+2237	CN Vul            	295.891658	+22.749708	AllWISE	1	Simbad
19 44 07.01300	+35 14 08.1400	19422+3506	RAFGL 2445        	296.029221	+35.235594	AllWISE	1	Simbad
19 44 29.96100	+33 30 38.5400	19425+3323	                  	296.124837	+33.510706	AllWISE	1	Simbad
19 46 09.16200	+22 59 25.3100	19440+2251	                  	296.538175	+22.990364	AllWISE	3	Simbad
19 46 54.32500	+27 00 33.2500	19448+2653	                  	296.726354	+27.009236	AllWISE	1	Simbad
19 47 26.66300	+16 35 35.9800	19451+1628	                  	296.861096	+16.593328	AllWISE	1	Simbad
19 47 35.97500	+19 24 54.1200	19453+1917	                  	296.899896	+19.415033	AllWISE	1	Simbad
19 47 30.71900	+25 43 32.0200	19454+2536	                  	296.877996	+25.725561	AllWISE	1	Simbad
19 47 49.68200	+19 35 23.1000	19456+1927	                  	296.957008	+19.589750	AllWISE	1	Simbad
19 48 10.50100	+17 24 06.2900	19459+1716	OH 54.9-4.1       	297.043754	+17.401747	AllWISE	1	Simbad
19 48 26.28000	+22 39 57.0000	19462+2232	                  	297.109500	+22.665833	AllWISE	1	Simbad
19 48 15.94100	+35 22 06.1700	19464+3514	                  	297.066421	+35.368381	AllWISE	1	Simbad
19 48 52.47800	+22 21 19.2300	19467+2213	                  	297.218658	+22.355342	AllWISE	1	Simbad
19 49 10.50500	+29 52 32.9100	19471+2944	                  	297.293771	+29.875808	AllWISE	1	Simbad
19 50 07.31400	+21 19 04.0900	19479+2111	                  	297.530475	+21.317803	AllWISE	1	Simbad
19 51 09.53700	+13 54 37.2900	19488+1346	                  	297.789737	+13.910358	AllWISE	1	Simbad
19 51 07.24000	+17 26 53.8100	19488+1719	                  	297.780167	+17.448281	AllWISE	1	Simbad
19 51 24.93700	+10 57 22.0700	19490+1049	                  	297.853904	+10.956131	AllWISE	1	Simbad
19 51 21.20500	+29 13 01.2000	19493+2905	OH 65.5+1.3       	297.838354	+29.217000	AllWISE	1	Simbad
19 51 57.72900	+08 42 54.3600	19495+0835	RAFGL 5000        	297.990537	 +8.715100	AllWISE	1	Simbad
19 52 07.43800	+21 49 28.3100	19499+2141	                  	298.030992	+21.824531	AllWISE	1	Simbad
19 52 12.04900	+22 47 33.3000	19500+2239	                  	298.050204	+22.792583	AllWISE	4	Simbad
19 53 02.88900	+20 22 17.2100	19508+2014	                  	298.262037	+20.371447	AllWISE	1	Simbad
19 52 57.89000	+27 07 44.7800	19508+2659	OH 63.9-0.2       	298.241208	+27.129106	AllWISE	1	Simbad
19 53 49.44700	+22 25 38.7200	19516+2217	                  	298.456029	+22.427422	AllWISE	1	Simbad
19 54 08.63000	+27 37 01.6300	19520+2729	                  	298.535958	+27.617119	AllWISE	1	Simbad
19 54 28.87000	+19 43 43.0000	19522+1935	                  	298.620292	+19.728611	AllWISE	1	Simbad
19 54 17.03000	+27 01 40.6500	19522+2653	                  	298.570958	+27.027958	AllWISE	1	Simbad
19 54 52.31000	+22 39 29.3400	19527+2231	                  	298.717958	+22.658150	AllWISE	1	Simbad
19 54 44.28100	+36 42 15.7100	19529+3634	                  	298.684504	+36.704364	AllWISE	1	Simbad
19 55 30.04900	+28 10 46.9400	19534+2802	OH 65.0-0.1       	298.875204	+28.179706	AllWISE	1	Simbad
19 55 41.11800	+22 05 29.5300	19535+2157	                  	298.921325	+22.091536	AllWISE	1	Simbad
19 56 56.23600	+18 56 05.7200	19547+1848	RX Sge            	299.234317	+18.934922	AllWISE	1	Simbad
19 58 30.28200	+31 48 16.1700	19565+3140	                  	299.626175	+31.804492	AllWISE	1	Simbad
19 58 32.28700	+34 31 33.7300	19566+3423	                  	299.634529	+34.526036	AllWISE	2	Simbad
19 59 29.18500	+22 13 05.1100	19573+2204	                  	299.871604	+22.218086	AllWISE	1	Simbad
19 59 56.39400	+11 51 45.3100	19575+1143	                  	299.984975	+11.862586	AllWISE	1	Simbad
19 59 39.13000	+28 23 07.4300	19576+2814	OH 65.7-0.8       	299.913042	+28.385397	AllWISE	1	Simbad
19 59 55.83600	+29 34 32.5400	19579+2926	                  	299.982650	+29.575706	AllWISE	1	Simbad
19 59 51.34900	+32 32 09.7400	19579+3223	                  	299.963954	+32.536039	AllWISE	1	Simbad
20 00 54.29700	+25 49 54.5200	19588+2541	                  	300.226237	+25.831811	AllWISE	1	Simbad
20 03 24.93000	+18 00 28.3500	20011+1752	                  	300.853875	+18.007875	AllWISE	1	Simbad
20 03 38.48800	+30 28 09.3500	20015+3019	V719 Cyg          	300.910367	+30.469264	AllWISE	4	Simbad
20 04 20.74700	+29 04 06.3300	20023+2855	OH 66.8-1.3       	301.086446	+29.068425	AllWISE	1	Simbad
20 04 40.37300	+17 35 56.6800	20024+1727	                  	301.168221	+17.599078	AllWISE	1	Simbad
20 06 22.74000	+27 02 10.5100	20043+2653	RAFGL 4259        	301.594750	+27.036253	AllWISE	1	Simbad
20 07 05.39800	+12 57 06.0200	20047+1248	SY Aql            	301.772492	+12.951672	AllWISE	1	Simbad
20 07 43.04000	+06 03 11.8900	20052+0554	IRC +10451        	301.929333	 +6.053303	AllWISE	1	Simbad
20 11 36.06500	+27 35 59.6500	20095+2726	                  	302.900271	+27.599903	AllWISE	1	Simbad
20 12 09.16500	+11 16 51.6400	20097+1107	                  	303.038187	+11.281011	AllWISE	1	Simbad
20 12 58.77900	+36 05 00.6400	20110+3555	                  	303.244912	+36.083511	AllWISE	1	Simbad
20 13 58.50200	+08 53 23.1100	20115+0844	                  	303.493758	 +8.889753	AllWISE	1	Simbad
20 14 50.31800	+04 38 56.0300	20123+0429	                  	303.709658	 +4.648897	AllWISE	1	Simbad
20 14 56.86700	+24 39 24.5300	20127+2430	                  	303.736946	+24.656814	AllWISE	4	Simbad
20 15 47.64500	+28 47 54.9400	20137+2838	                  	303.948521	+28.798594	AllWISE	1	Simbad
20 15 54.06200	+36 30 04.9300	20140+3620	                  	303.975258	+36.501369	AllWISE	1	Simbad
20 16 50.54300	+34 49 25.7100	20149+3440	                  	304.210596	+34.823808	AllWISE	4	Simbad
20 17 36.70100	+21 07 11.7500	20153+2057	                  	304.402921	+21.119931	AllWISE	1	Simbad
20 17 48.76000	+21 40 05.1100	20156+2130	                  	304.453167	+21.668086	AllWISE	1	Simbad
20 18 05.88100	+27 44 03.6200	20160+2734	AU Vul            	304.524504	+27.734339	AllWISE	2	Simbad
20 19 11.08500	+27 42 12.0000	20171+2732	                  	304.796187	+27.703333	AllWISE	1	Simbad
20 20 21.93800	+22 43 48.5400	20181+2234	                  	305.091408	+22.730150	AllWISE	1	Simbad
20 21 42.66300	+17 17 17.6400	20194+1707	UW Del            	305.427762	+17.288233	AllWISE	1	Simbad
20 23 08.58900	+31 10 06.7500	20211+3100	                  	305.785787	+31.168542	AllWISE	1	Simbad
20 23 36.18700	+32 15 10.9900	20215+3205	                  	305.900779	+32.253053	AllWISE	1	Simbad
20 26 56.69300	+15 06 02.0800	20246+1456	WX Del            	306.736221	+15.100578	AllWISE	1	Simbad
20 26 46.61700	+28 23 58.8900	20246+2813	                  	306.694237	+28.399692	AllWISE	1	Simbad
20 28 57.08600	+21 15 36.6800	20267+2105	OH 63.3-10.2      	307.237858	+21.260189	AllWISE	1	Simbad
20 29 08.62300	+35 45 43.4600	20272+3535	                  	307.285929	+35.762072	AllWISE	1	Simbad
20 30 08.56800	+26 41 37.2600	20280+2631	                  	307.535700	+26.693683	AllWISE	1	Simbad
20 31 40.23000	+34 05 36.7700	20296+3355	                  	307.917625	+34.093547	AllWISE	1	Simbad
20 37 07.96500	+35 01 10.7000	20351+3450	                  	309.283187	+35.019639	AllWISE	1	Simbad
20 38 19.78200	+34 12 20.5300	20363+3401	                  	309.582425	+34.205703	AllWISE	1	Simbad
20 42 20.47700	+31 54 30.1700	20403+3143	OH 73.8-6.3       	310.585321	+31.908381	AllWISE	1	Simbad
20 42 18.52000	+37 11 41.0700	20403+3700	                  	310.577167	+37.194742	AllWISE	1	Simbad
20 43 06.64100	+30 00 38.3100	20410+2949	                  	310.777671	+30.010642	AllWISE	1	Simbad
20 44 29.41900	+27 53 04.3500	20423+2742	                  	311.122579	+27.884542	AllWISE	1	Simbad
20 45 20.53300	+32 02 41.5900	20432+3151	                  	311.335554	+32.044886	AllWISE	1	Simbad
20 46 33.16900	+04 23 36.4500	20440+0412	BR Del            	311.638204	 +4.393458	AllWISE	1	Simbad
20 46 53.80000	+05 51 29.2600	20444+0540	NW Del            	311.724167	 +5.858128	AllWISE	1	Simbad
20 48 03.36200	+33 05 02.1700	20460+3253	                  	312.014008	+33.083936	AllWISE	1	Simbad
20 50 18.00400	+33 36 33.1800	20482+3325	                  	312.575017	+33.609217	AllWISE	1	Simbad
20 55 05.51100	+30 24 51.8100	20529+3013	UX Cyg            	313.772962	+30.414392	AllWISE	1	Simbad
20 55 17.67400	+29 20 50.6200	20531+2909	                  	313.823642	+29.347394	AllWISE	1	Simbad
20 57 16.29700	+02 58 45.0600	20547+0247	U Equ             	314.317904	 +2.979183	AllWISE	2	Simbad
21 08 47.66600	+01 10 14.3400	21062+0058	                  	317.198608	 +1.170650	AllWISE	1	Simbad
21 09 46.64900	+18 24 49.3400	21074+1812	                  	317.444371	+18.413706	AllWISE	1	Simbad
21 12 16.70500	+22 17 55.2300	21100+2205	                  	318.069604	+22.298675	AllWISE	1	Simbad
21 14 29.54500	+07 48 33.6000	21120+0736	                  	318.623104	 +7.809333	AllWISE	1	Simbad
21 19 44.92900	+18 00 29.8900	21174+1747	                  	319.937204	+18.008303	AllWISE	1	Simbad
21 32 53.62900	+21 32 00.7800	21305+2118	                  	323.223454	+21.533550	AllWISE	1	Simbad
21 59 50.31200	+33 13 59.5800	21576+3259	WX Peg            	329.959633	+33.233217	AllWISE	1	Simbad
22 20 20.11300	+32 40 27.4900	22180+3225	YZ Peg            	335.083804	+32.674303	AllWISE	1	Simbad
22 42 47.13600	+11 00 53.9700	22402+1045	MP Peg            	340.696400	+11.014992	AllWISE	1	Simbad
22 53 20.37500	+36 30 25.9600	22510+3614	IRC +40525        	343.334896	+36.507211	AllWISE	1	Simbad
22 54 11.39900	+08 54 07.1600	22516+0838	IRC +10523        	343.547496	 +8.901989	AllWISE	1	Simbad
22 54 12.02500	+22 39 34.2500	22517+2223	MR Peg            	343.550104	+22.659514	AllWISE	1	Simbad

#Table	J_MNRAS_505_6051_table3:
#Name: J/MNRAS/505/6051/table3
#Title: Near-IR photometry
#Column	IRAS	(A10)	IRAS name (HHMMm+DDMM)	[ucd=meta.id;meta.main]
#Column	JD	(I7)	Julian day	[ucd=time.epoch]
#Column	Filter	(A1)	[JHK] NIR filter	[ucd=meta.id;instr.filter]
#Column	mag	(F6.3)	Observed magnitude in Filter	[ucd=phot.mag]
#Column	e_mag	(F6.3)	Observed magnitude error	[ucd=stat.error;phot.mag]
#Column	Origin	(A6)	Origin of the data: NIR-MP; 2MASS; DENIS; UKIDDS	[ucd=meta.bib]
IRAS	JD	Filter	mag	e_mag	Origin
 	d	 	mag	mag	
----------	-------	-	------	------	------
01037+1219	2450697	H	 4.641	 0.200	2MASS
01037+1219	2450697	J	 7.437	 0.026	2MASS
01037+1219	2450697	K	 2.217	 0.298	2MASS
01037+1219	2451747	H	 5.153	 0.007	NIR-MP
01037+1219	2453195	H	 5.819	 0.147	NIR-MP
01037+1219	2453195	J	 9.203	 0.011	NIR-MP
01037+1219	2451747	J	 8.477	 0.012	NIR-MP
01037+1219	2452490	J	 9.075	 0.015	NIR-MP
01037+1219	2451747	K	 3.409	 0.063	NIR-MP
01037+1219	2453195	K	 3.008	 0.012	NIR-MP
01085+3022	2451454	H	 3.356	 0.218	2MASS
01085+3022	2451454	J	 4.710	 0.244	2MASS
01085+3022	2451454	K	 2.293	 0.280	2MASS
01085+3022	2451367	H	 4.369	 0.025	NIR-MP
01085+3022	2451744	H	 3.495	 0.023	NIR-MP
01085+3022	2452124	H	 2.783	 0.008	NIR-MP
01085+3022	2452160	H	 3.024	 0.019	NIR-MP
01085+3022	2452852	H	 3.381	 0.010	NIR-MP
01085+3022	2453195	H	 3.468	 0.027	NIR-MP
01085+3022	2451367	J	 6.054	 0.037	NIR-MP
01085+3022	2451369	J	 5.741	 0.007	NIR-MP
01085+3022	2451744	J	 4.880	 0.020	NIR-MP
01085+3022	2452124	J	 4.066	 0.009	NIR-MP
01085+3022	2452160	J	 4.293	 0.016	NIR-MP
01085+3022	2452852	J	 4.866	 0.008	NIR-MP
01085+3022	2453195	J	 4.464	 0.011	NIR-MP
01085+3022	2451367	K	 2.956	 0.056	NIR-MP
01085+3022	2451744	K	 3.145	 0.066	NIR-MP
01085+3022	2452124	K	 1.847	 0.009	NIR-MP
01085+3022	2452160	K	 2.160	 0.018	NIR-MP
01085+3022	2452852	K	 2.579	 0.012	NIR-MP
01085+3022	2453195	K	 2.823	 0.027	NIR-MP
02404+2150	2450736	H	 4.021	 0.222	2MASS
02404+2150	2450736	J	 5.031	 0.292	2MASS
